0	1.081160	1.000000
1	1.090399	1.000000
2	1.094077	1.000000
3	1.101280	1.000000
4	1.110720	1.000000
5	1.113057	1.000000
6	1.120765	1.000000
7	1.139169	1.000000
8	1.154191	1.000000
9	1.212876	1.000000
10	1.230118	1.000000
11	1.240622	1.000000
12	1.260320	1.000000
13	1.277114	1.000000
14	1.298963	1.000000
15	1.320013	1.000000
16	1.343900	1.000000
17	1.371071	1.000000
18	1.391694	1.000000
19	1.407870	1.000000
20	1.420268	1.000000
21	1.439499	1.000000
22	1.468875	1.000000
23	1.499364	1.000000
24	1.521487	1.000000
25	1.539765	1.000000
26	1.562178	1.000000
27	1.581096	1.000000
28	1.599165	1.000000
29	1.620189	1.000000
30	1.639448	1.000000
31	1.659185	1.000000
32	1.663813	1.000000
33	1.686499	1.000000
34	1.709598	1.000000
35	1.719628	1.000000
36	1.731720	1.000000
37	1.745233	1.000000
38	1.760749	1.000000
39	1.773454	1.000000
40	1.788062	1.000000
41	1.799856	1.000000
42	1.776557	1.000000
43	1.786066	1.000000
44	1.795155	1.000000
45	1.803880	1.000000
46	1.817353	1.000000
47	1.830872	1.000000
48	1.843500	1.000000
49	1.856226	1.000000
50	1.870552	1.000000
51	1.881940	1.000000
52	1.893749	1.000000
53	1.904680	1.000000
54	1.912673	1.000000
55	1.924152	1.000000
56	1.840003	1.000000
57	1.844135	1.000000
58	1.852115	1.000000
59	1.855768	1.000000
60	1.861459	1.000000
61	1.862606	1.000000
62	1.869140	1.000000
63	1.871978	1.000000
64	1.878232	1.000000
65	1.865273	1.000000
66	1.858284	1.000000
67	1.845960	1.000000
68	1.834824	1.000000
69	1.822941	1.000000
70	1.811738	1.000000
71	1.820025	1.007416
72	1.827215	1.018485
73	1.656510	1.028506
74	1.666393	1.038789
75	1.674668	1.049260
76	1.685280	1.060048
77	1.696121	1.070877
78	1.706736	1.081817
79	1.717285	1.092690
80	1.727292	1.103836
81	1.736735	1.115156
82	1.748719	1.126502
83	1.763323	1.137958
84	1.779885	1.149674
85	1.796470	1.161822
86	1.807928	1.174200
87	1.825504	1.186627
88	1.835348	1.199251
89	1.811602	1.211838
90	1.806344	1.224550
91	1.813583	1.236959
92	1.806385	1.249410
93	1.482993	1.261991
94	1.484486	1.274823
95	1.486196	1.287725
96	1.486012	1.300472
97	1.486783	1.313368
98	1.485401	1.326272
99	1.484567	1.339549
100	1.484126	1.353029
101	1.481992	1.366669
102	1.481871	1.380584
103	1.481278	1.395007
104	1.481981	1.409503
105	1.481581	1.423754
106	1.482859	1.438159
107	1.484470	1.452872
108	1.483862	1.467931
109	1.484962	1.483322
110	1.483581	1.498900
111	1.484257	1.514222
112	1.481761	1.530651
113	1.480511	1.546511
114	1.477669	1.562749
115	1.475813	1.579347
116	1.473644	1.595665
117	1.472235	1.612136
118	1.470168	1.629176
119	1.469633	1.646710
120	1.107416	1.664064
121	1.113038	1.681542
122	1.117501	1.699214
123	1.121332	1.716842
124	1.122659	1.735406
125	1.122199	1.759935
126	1.119969	1.778831
127	1.114705	1.798050
128	1.111314	1.817636
129	1.108162	1.837690
130	1.106711	1.857742
131	1.104356	1.882452
132	1.103367	1.903081
133	1.103670	1.924057
134	1.104364	1.947664
135	1.106959	1.971008
136	1.107905	1.992473
137	1.109234	2.014528
138	1.111085	2.036769
139	1.112605	2.058956
140	1.114935	2.081952
141	1.116539	2.105510
142	1.117509	2.128626
143	1.118754	2.152479
144	1.119209	2.176349
145	1.118757	2.200659
146	1.118016	2.225832
147	1.116840	2.251796
148	1.117287	2.277816
149	1.116986	2.305330
150	1.118419	2.336189
151	1.120847	2.371931
152	1.125253	2.436605
153	1.138128	2.621471
154	1.142095	2.657572
155	0.826942	2.695211
156	0.829084	2.733214
157	0.831374	2.771298
158	0.834118	2.809660
159	0.837337	2.848726
160	0.838713	2.888295
161	0.836935	2.928987
162	0.836126	2.970593
163	0.835432	3.013615
164	0.835033	3.057243
165	0.836331	3.102728
166	0.839198	3.149347
167	0.839372	3.196719
168	0.837170	3.246458
169	0.835185	3.298568
170	0.833269	3.352594
171	0.831382	3.408211
172	0.828970	3.466583
173	0.826922	3.526160
174	0.824988	3.585999
175	0.823627	3.647377
176	0.820897	3.709892
177	0.818047	3.775176
178	0.815086	3.842665
179	0.812209	3.911961
180	0.809525	3.984218
181	0.807081	4.058190
182	0.804932	4.132841
183	0.803091	4.210066
184	0.801099	4.290801
185	0.799108	4.373510
186	0.797649	4.460204
187	0.796333	4.549243
188	0.794839	4.640265
189	0.793237	4.731976
190	0.791880	4.830079
191	0.791110	4.928735
192	0.790310	5.028347
193	0.789024	5.131735
194	0.788211	5.241323
195	0.787815	5.352936
196	0.787741	5.466483
197	0.787523	5.585799
198	0.786665	5.711943
199	0.786019	5.837304
200	0.786022	5.965676
201	0.785159	6.097981
202	0.784686	6.236784
203	0.784276	6.381064
204	0.784568	6.525708
205	0.785553	6.674856
206	0.786986	6.834381
207	0.785317	7.001891
208	0.554987	7.172025
209	0.551238	7.353925
210	0.544874	7.550067
211	0.542440	7.757389
212	0.544163	7.984288
213	0.546262	8.239951
214	0.548429	8.521488
215	0.550894	8.817871
216	0.552446	9.142369
217	0.554418	9.495069
218	0.556205	9.834778
219	0.558543	10.206566
220	0.560165	10.589992
221	0.561558	10.991053
222	0.562842	11.411729
223	0.564433	11.862004
224	0.566132	12.352573
225	0.567639	12.892956
226	0.569997	13.520276
227	0.572304	14.196217
228	0.574028	15.005851
229	0.575394	15.999649
230	0.576747	17.198881
231	0.577780	18.525320
232	0.578673	19.843985
233	0.578538	21.752489
234	0.579059	23.956877
235	0.579536	26.260767
236	0.579749	28.663666
237	0.580459	31.792854
238	0.580788	35.215992
239	0.581240	40.218472
240	0.581146	46.546230
241	0.582400	54.989418
242	0.583326	66.175003
243	0.583962	80.724113
244	0.585813	101.286613
245	0.589049	129.320114
246	0.591993	157.336060
247	0.594570	188.364120
248	0.596459	222.362045
249	0.598464	264.133240
250	0.600110	308.336700
251	0.601918	381.821014
252	0.604178	532.390320
253	0.607070	872.722412
254	0.607845	1089.076050
