0	1.184387	1.998227
1	1.192798	2.016410
2	1.196453	2.024502
3	1.204761	2.043355
4	1.227588	2.095845
5	1.232343	2.106946
6	1.247625	2.143352
7	1.271170	2.199894
8	1.289821	2.244917
9	1.361879	2.414109
10	1.383513	2.463309
11	1.396334	2.492707
12	1.420532	2.548556
13	1.441906	2.597900
14	1.468829	2.659943
15	1.492780	2.714917
16	1.519370	2.775710
17	1.548453	2.841693
18	1.570414	2.891283
19	1.589747	2.935039
20	1.612716	2.987106
21	1.636062	3.039952
22	1.663157	3.101012
23	1.688035	3.156765
24	1.708684	3.202994
25	1.731944	3.255091
26	1.754791	3.306199
27	1.773779	3.348753
28	1.793002	3.392044
29	1.814910	3.441509
30	1.835454	3.487976
31	1.855481	3.533423
32	1.876347	3.580925
33	1.899546	3.633783
34	1.919689	3.679754
35	1.938555	3.723019
36	1.957825	3.767471
37	1.979878	3.818519
38	2.001416	3.868473
39	2.021828	3.915974
40	2.040920	3.960641
41	2.059023	4.003307
42	2.079256	4.051312
43	2.099203	4.098896
44	2.118643	4.145556
45	2.137054	4.190085
46	2.155954	4.236175
47	2.177460	4.288933
48	2.200316	4.345176
49	2.224200	4.404025
50	2.245759	4.457281
51	2.266775	4.509459
52	2.287422	4.561031
53	2.306974	4.610233
54	2.326888	4.660759
55	2.347322	4.713008
56	2.367128	4.764060
57	2.386358	4.814088
58	2.405762	4.865070
59	2.424313	4.914334
60	2.442853	4.964142
61	2.461706	5.015382
62	2.480864	5.068048
63	2.499427	5.119682
64	2.518055	5.172152
65	2.536624	5.225128
66	2.557101	5.284218
67	2.577781	5.344476
68	2.597308	5.401994
69	2.617533	5.462257
70	2.638269	5.524698
71	2.659060	5.587954
72	2.682663	5.660339
73	2.703867	5.725870
74	2.725411	5.793116
75	2.747138	5.861592
76	2.769313	5.932136
77	2.791369	6.002954
78	2.813437	6.074494
79	2.835149	6.145597
80	2.857175	6.218487
81	2.879315	6.292516
82	2.901271	6.366710
83	2.923198	6.441629
84	2.945374	6.518246
85	2.968127	6.597685
86	2.991081	6.678628
87	3.013894	6.759897
88	3.036827	6.842448
89	3.059446	6.924759
90	3.082030	7.007890
91	3.103797	7.089036
92	3.125338	7.170459
93	3.146790	7.252735
94	3.168352	7.336650
95	3.189708	7.421021
96	3.210470	7.504380
97	3.231120	7.588715
98	3.251417	7.673098
99	3.271926	7.759924
100	3.292373	7.848074
101	3.312683	7.937273
102	3.333014	8.028268
103	3.353700	8.122586
104	3.374107	8.217381
105	3.393770	8.310577
106	3.413225	8.404778
107	3.432668	8.500996
108	3.452134	8.599468
109	3.471599	8.700122
110	3.490865	8.801991
111	3.509369	8.902187
112	3.528748	9.009627
113	3.547009	9.113343
114	3.565229	9.219529
115	3.583377	9.328073
116	3.600736	9.434780
117	3.617755	9.542492
118	3.634849	9.653928
119	3.651929	9.768588
120	3.668327	9.882074
121	3.684315	9.996368
122	3.699946	10.111935
123	3.714995	10.227212
124	3.730285	10.348612
125	3.749984	10.509020
126	3.764768	10.632586
127	3.779247	10.758266
128	3.793437	10.886353
129	3.807403	11.017491
130	3.820802	11.148623
131	3.836746	11.310209
132	3.849587	11.445116
133	3.862059	11.582284
134	3.875506	11.736663
135	3.888270	11.889323
136	3.899456	12.029692
137	3.910345	12.173921
138	3.920725	12.319360
139	3.930478	12.464454
140	3.939973	12.614837
141	3.949091	12.768892
142	3.957441	12.920053
143	3.965441	13.076040
144	3.972841	13.232141
145	3.979764	13.391110
146	3.986321	13.555727
147	3.992484	13.725517
148	3.998068	13.895679
